,node,ks,kdeg,pr,m,ksum,k2sum
36398,145071865,17,28,56.99999999999999,1,0,0
36399,48549098,4,4,6.0,36433,1874,1463206
36400,67975091,19,31,36.0,36433,529,3671267
36401,52471614,21,35,174.0,2,14,36401
36402,18219976,12,14,148.0,2,35,36402
36403,130199348,19,21,17.0,36433,399,2070257
36404,160582174,6,6,5.0,36433,147,284036
36405,274672437,15,15,6.0,36433,9232,10797930
36406,147561921,14,15,16.0,1,0,0
36407,89694115,4,6,14.000000000000002,36433,549,727885
36408,160661283,3,3,8.0,36433,6,112946
36409,48528914,19,22,22.0,1,0,0
36410,98769745,15,16,13.0,36433,158,1707651
36411,166315863,14,18,11.0,36433,254,1259236
36412,238794194,8,8,15.0,36433,34,348579
36413,146935739,18,20,22.0,36433,272,2407586
36414,143330196,8,8,13.0,36433,80,858713
36415,118924117,6,9,13.0,36433,300,1552764
36416,158580318,5,5,5.0,36433,260,1357316
36417,215395577,8,14,18.0,36433,2378,2813900
36418,71159887,2,2,7.000000000000001,36433,9,181973
36419,214514797,8,8,10.0,36433,105,859893
36420,174293510,11,11,12.0,3,49,72803
36421,189228026,14,20,18.0,36433,192,1919145
36422,188100262,2,2,5.0,36434,1812,1038743
36423,158484848,2,2,8.0,36433,19,208565
36424,38991839,16,20,56.00000000000001,36433,787,2470285
36425,216936429,7,8,8.0,36433,586,1779123
36426,140518902,4,6,10.0,36433,3332,2010029
36427,216422056,3,3,7.000000000000001,36433,14,222113
36428,57834822,3,3,5.0,36434,633,682919
36429,107537952,10,10,5.0,36434,1228,3015963
36430,135723533,7,7,10.0,36433,12,221989
36431,81230691,10,10,5.0,36433,1337,1789483
36432,158210166,1,1,5.0,1,0,0
36433,61303952,4,4,38.0,36433,509,502409
36434,173634369,4,5,10.0,36433,352,887822
36435,178085533,4,4,5.0,1,0,0
36436,32503643,1,1,6.0,1,0,0
36437,80464900,4,4,5.0,36433,339,3096910
36438,131369776,6,6,5.0,36433,28,36294
36439,23346535,4,4,7.000000000000001,1,0,0
36440,18998631,1,1,5.0,1,0,0
36441,467910915,38,38,9.0,36433,7474,16834518
36442,254457417,70,135,25.0,36433,22893,31737659
36443,76587180,64,78,28.000000000000004,36433,9788,14269110
36444,30602608,54,55,16.0,36433,13429,22763374
36445,247447665,70,128,31.0,36433,17692,26919753
36446,309898133,43,45,17.0,36433,8279,15815460
36447,105035129,69,120,43.0,36433,15712,16563510
36448,33995409,9,11,41.0,2,3,36448
36449,53343256,21,21,12.0,36433,3720,13872904
36450,18176640,69,84,20.0,36433,15096,23274608
36451,152065057,70,111,36.0,36433,19500,30787722
36452,143356688,48,49,14.000000000000002,36433,8986,11221716
36453,204079033,53,55,12.0,36433,13617,24308043
36454,20870216,53,60,10.0,36433,17076,23111188
36455,179021409,47,54,7.000000000000001,36433,12216,20970533
36456,21097886,2,2,13.0,36433,4,72925
36457,46666106,2,4,20.0,36433,9,132131
36458,51899148,68,79,33.0,36433,14158,21349712
36459,115506002,21,23,16.0,1,0,0
36460,43794977,18,18,17.0,36433,2807,3267219
36461,14130117,15,15,5.0,36434,6994,15753845
36462,78486037,57,71,12.0,36433,15062,19951084
36463,14855566,33,36,20.0,36433,2518,5135741
36464,214000046,61,65,20.0,36433,10109,20946602
36465,325341071,17,17,8.0,36433,4668,11629742
36466,272170644,43,43,18.0,36433,5512,8843706
36467,162973432,44,45,9.0,36433,13441,21084776
36468,31549256,33,34,13.0,36433,7572,12936954
36469,24751751,4,7,13.0,36433,474,3234617
36470,19645671,36,59,39.0,36433,6940,10792149
36471,35569745,34,34,11.0,36433,7826,18859973
36472,34534142,17,17,14.000000000000002,1,0,0
36473,215430574,10,10,9.0,1,0,0
36474,223171812,45,45,9.0,36433,12876,19282371
36475,555270706,37,52,20.0,36433,5505,14594213
36476,45175547,36,38,23.0,36433,7088,21299129
36477,17071169,24,24,7.000000000000001,36433,7205,16599830
36478,276551208,7,7,6.0,36433,1299,4833988
36479,9976162,23,23,13.0,36433,9188,16054083
36480,368387633,30,48,14.000000000000002,36433,7850,16323473
36481,11026952,3,3,42.0,2,11,36481
36482,29443920,1,1,5.0,1,0,0
36483,290092792,56,62,15.0,36433,18434,23676343
36484,73984919,47,51,13.0,36433,18516,15208750
36485,388051243,30,30,25.0,36433,11224,9564119
36486,202114894,35,35,9.0,36433,15089,13002733
36487,373060257,25,30,8.0,36433,5345,10136856
36488,33080832,5,5,13.0,36433,76,573474
36489,107236745,5,6,14.000000000000002,36433,56,599183
36490,187569483,54,58,12.0,36433,18083,26385101
36491,65185224,45,50,17.0,36433,11768,17055690
36492,233598791,99,181,37.0,36433,24959,26570225
36493,99841247,16,16,7.000000000000001,36433,9450,7102519
36494,53909523,41,43,14.000000000000002,36433,15225,13109554
36495,46160500,26,33,10.0,36433,13155,17797641
36496,214600919,19,19,7.000000000000001,36433,10616,15772849
36497,37868035,4,4,5.0,36434,5223,1931513
36498,285287229,38,40,12.0,36433,12984,17897883
36499,97088346,44,47,10.0,36433,19016,20549956
36500,69321086,5,7,17.0,36433,58,562741
36501,110405224,13,13,6.0,36433,7487,5785390
36502,53990192,14,14,5.0,36433,8581,5662073
36503,144235163,6,6,5.0,36434,7033,2210252
36504,229878099,3,3,8.0,36433,1773,1099338
36505,149235847,30,75,26.0,36433,3628,8198063
36506,20340917,25,38,42.0,36433,364,2770791
36507,97002407,30,90,49.0,36433,3458,7735422
36508,353370148,20,20,9.0,36433,1748,6180035
36509,398249223,30,44,15.0,36433,1809,5576714
36510,174847568,30,111,52.0,36433,3796,7290084
36511,72573005,30,49,14.000000000000002,36433,2922,6800299
36512,156538059,30,85,26.0,36433,3768,7204401
36513,240324020,30,38,17.0,36433,1633,5579205
36514,163848561,30,61,33.0,36433,2670,7397261
36515,386994844,18,19,5.0,36433,1750,5912332
36516,89545649,30,62,46.0,36433,2352,8358408
36517,21641344,15,18,20.0,36433,661,2988883
36518,18243284,28,44,33.0,36433,1961,7471807
36519,426123233,30,47,14.000000000000002,36433,1930,4361454
36520,204468541,30,41,26.0,36433,1466,5326630
36521,17030680,30,71,37.0,36433,2569,7386786
36522,18843227,27,44,30.0,36433,1429,5108227
36523,22147593,15,15,11.0,36433,1345,5808862
36524,285973967,30,54,21.0,36433,2156,5884197
36525,227699941,30,51,18.0,36433,2608,6735752
36526,16435321,10,12,7.000000000000001,36433,590,3305881
36527,15294380,21,30,10.0,36433,1828,7495587
36528,271228562,30,35,16.0,36433,1183,3824494
36529,135989360,30,53,24.0,36433,2216,5919552
36530,14145626,28,35,19.0,36433,1921,6183544
36531,54624571,30,54,24.0,36433,1934,5257622
36532,22076702,21,26,16.0,36433,1653,6075977
36533,20081176,30,96,84.0,36433,2714,8802519
36534,291691995,15,16,8.0,36433,1504,6794524
36535,138441815,30,39,15.0,36433,2309,7201348
36536,20342875,29,52,34.0,36433,1919,6181363
36537,19596074,24,37,31.0,36433,1327,5483470
36538,26829176,30,45,27.0,36433,979,3866012
36539,225571557,30,65,24.0,36433,3078,7672700
36540,22695157,28,48,54.0,36433,1615,6062552
36541,17565821,28,37,20.0,36433,1694,6187656
36542,31202965,26,41,26.0,36433,1736,6506767
36543,143381041,30,87,45.0,36433,2621,5392375
36544,22026877,20,22,15.0,36433,1153,5185053
36545,27695964,30,49,24.0,36433,1574,5021125
36546,23679615,7,8,21.0,36433,48,390659
36547,38239688,30,42,28.000000000000004,36433,1712,6199333
36548,16175350,23,29,18.0,36433,1485,6358856
36549,194087055,10,10,8.0,36433,556,3264189
36550,159322143,28,36,22.0,36433,1718,5932225
36551,16983297,11,15,19.0,36433,624,2994900
36552,397278303,30,41,16.0,36433,1684,4728524
36553,2110061,7,7,10.0,36433,131,2095935
36554,15568621,16,20,17.0,36433,606,3472175
36555,23462474,21,27,17.0,36433,1289,5264959
36556,20516999,20,28,28.000000000000004,36433,161,954719
36557,141705597,13,14,12.0,36433,376,2581530
36558,19850967,23,36,38.0,36433,605,3872212
36559,95146739,17,17,11.0,36433,797,3837174
36560,15335123,28,41,45.0,36433,1458,5232434
36561,36408451,30,82,28.000000000000004,36433,3680,7662221
36562,23176144,23,39,27.0,36433,524,2624994
36563,366167961,5,5,5.0,36433,540,3329662
36564,16564324,30,103,62.0,36433,2873,6845381
36565,486921354,24,27,10.0,36433,1599,5090563
36566,21260160,18,20,22.0,36433,1198,6137846
36567,19571835,18,18,12.0,36433,1169,5100915
36568,16284647,29,48,19.0,36433,2268,6845632
36569,153581660,9,10,7.000000000000001,36433,392,3074673
36570,258814290,30,33,15.0,36433,1165,3988145
36571,19732332,25,46,35.0,36433,1537,5919014
36572,284071322,14,14,11.0,36433,808,4459496
36573,116828777,30,46,28.000000000000004,36433,1644,5152787
36574,215375517,21,21,10.0,36433,880,3812737
36575,103925618,23,27,14.000000000000002,36433,1502,5935245
36576,17652955,10,10,10.0,36433,632,3234934
36577,46854930,30,55,20.0,36433,2658,6166198
36578,466763064,3,3,6.0,36433,126,1820624
36579,18364790,23,29,19.0,36433,1661,6363063
36580,20397385,15,16,10.0,36433,1138,5597547
36581,31466859,21,23,9.0,36433,1537,5877336
36582,19527930,23,34,23.0,36433,1281,4665409
36583,79233608,11,12,8.0,36433,478,2905928
36584,198979264,20,20,15.0,36433,1281,5481896
36585,175013138,23,26,11.0,36433,1846,5824833
36586,187240774,20,23,15.0,36433,1286,5815670
36587,13555802,21,23,17.0,36433,967,4229978
36588,22630002,8,8,14.000000000000002,36433,413,1937480
36589,19517021,13,13,8.0,36433,833,4724341
36590,20849453,14,16,17.0,36433,404,2115738
36591,484299228,30,40,18.0,36433,1918,6303238
36592,262343528,6,9,7.000000000000001,36433,326,1685458
36593,18566621,15,15,12.0,36433,592,4153170
36594,31141100,3,3,6.0,36433,71,822488
36595,22141116,9,9,6.0,36433,452,2920289
36596,195500610,15,16,11.0,36433,628,2942418
36597,34286572,6,7,10.0,36433,77,860686
36598,20268520,10,12,20.0,36433,41,424583
36599,19074657,25,41,36.0,36433,1508,5789109
36600,5904212,14,14,10.0,36433,775,3622936
36601,309349168,2,2,5.0,36433,62,565474
36602,238437239,21,22,8.0,36433,1890,6435804
36603,20107232,7,8,13.0,36433,8,36540
36604,15953404,19,19,11.0,36433,1492,5680153
36605,373079416,17,21,7.000000000000001,36433,1945,7022662
36606,193483797,15,17,12.0,36433,796,3745217
36607,229359170,8,8,7.000000000000001,36433,736,4070487
36608,18294291,7,7,7.000000000000001,36433,762,4024806
36609,274101424,25,26,14.000000000000002,36433,729,2781043
36610,16547130,3,3,5.0,36433,363,2058696
36611,117404751,6,7,10.0,36433,37,528588
36612,23425962,12,13,10.0,36433,722,3655245
36613,448552985,2,2,6.0,36433,23,336727
36614,16811614,6,6,12.0,36433,15,242589
36615,18146933,6,6,5.0,36434,576,2823856
36616,9843352,20,22,14.000000000000002,36433,1425,5018033
36617,408722148,7,7,5.0,36433,438,3210600
36618,15772745,4,4,5.0,36433,471,2604143
36619,20776286,9,9,9.0,36433,582,3486395
36620,60709500,3,3,6.0,36433,117,717513
36621,21956623,13,13,14.000000000000002,36433,323,1781908
36622,225911067,6,6,10.0,36433,360,1900268
36623,90957707,8,8,7.000000000000001,36433,334,3005555
36624,16224723,8,8,10.0,36433,652,3123729
36625,21789272,1,1,5.0,36434,136,1553755
36626,18977822,3,3,7.000000000000001,36433,103,1559925
36627,134203918,1,1,5.0,36434,17,403651
36628,41114325,1,1,6.0,1,0,0
36629,22721629,1,1,5.0,36434,18,257559
36630,21660760,1,1,5.0,36434,172,2044999
36631,255059151,2,2,6.0,36433,42,462166
36632,107790914,64,98,17.0,36433,16809,23569556
36633,325084625,78,184,17.0,36433,35018,35394156
36634,345543734,63,81,21.0,36433,14981,25189295
36635,380503334,57,65,15.0,36433,11452,16947557
36636,412655921,63,94,17.0,36433,14623,18688172
36637,175495158,82,255,25.0,36433,38642,33611773
36638,387225453,57,62,9.0,36433,18844,28249420
36639,135218281,77,136,20.0,36433,25765,28769525
36640,157029015,5,5,8.0,36433,616,3149375
36641,419004209,75,144,26.0,36433,25629,33103768
36642,541586843,76,160,16.0,36433,30250,27832427
36643,390268840,48,49,7.000000000000001,36433,19188,25026558
36644,421814533,60,83,13.0,36433,18202,20766997
36645,220712849,43,47,10.0,36433,11635,12078628
36646,267980765,36,40,7.000000000000001,36433,12756,19070083
36647,395663037,74,120,13.0,36433,26285,30039374
36648,440245326,65,106,19.0,36433,14046,21057050
36649,518363324,42,45,6.0,36433,18549,23445233
36650,459861139,57,64,9.0,36433,18388,24980519
36651,419867322,60,83,15.0,36433,12844,16816436
36652,282739940,18,19,6.0,36433,10217,13611891
36653,318579817,33,33,8.0,36433,11549,17578565
36654,528575851,60,75,14.000000000000002,36433,15879,24431272
36655,357484270,11,11,5.0,36433,8456,10964194
36656,513540148,74,153,18.0,36433,20476,23243988
36657,240897073,74,116,25.0,36433,16489,23954583
36658,515962020,64,98,15.0,36433,19293,26275452
36659,113651234,25,31,8.0,36433,12060,14993273
36660,479854996,84,133,19.0,36433,26386,30836953
36661,448189083,57,69,13.0,36433,12071,17338597
36662,206358314,74,113,15.0,36433,25107,31490228
36663,537693306,44,44,7.000000000000001,36433,11156,16864789
36664,552062817,9,9,5.0,36433,6465,6232193
36665,546135380,7,8,7.000000000000001,1,0,0
36666,469616950,63,69,8.0,36433,22046,27872983
36667,536665761,42,44,7.000000000000001,36433,16187,19216279
36668,306770757,74,222,33.0,36433,24077,28030057
36669,124866710,55,66,14.000000000000002,36433,7709,12483693
36670,288969454,29,29,7.000000000000001,36433,14050,17073188
36671,336296897,43,47,9.0,36433,15436,21745859
36672,220489040,64,77,14.000000000000002,36433,17012,24464024
36673,382943224,29,29,9.0,36433,7898,10696697
36674,538389207,16,16,5.0,36433,9323,11344298
36675,280049106,60,89,16.0,36433,11735,15693807
36676,276660376,48,55,12.0,36433,10733,17733871
36677,232907264,55,61,14.000000000000002,36433,12663,18182758
36678,307445751,74,118,18.0,36433,22214,31123235
36679,428294081,14,14,6.0,36433,5483,6135218
36680,480587036,55,61,8.0,36433,15161,21141396
36681,60869127,47,48,10.0,36433,14518,19546777
36682,434574351,43,43,7.000000000000001,36433,13704,19978846
36683,553139644,47,50,6.0,36433,17064,21304145
36684,118140919,60,68,11.0,36433,19483,28070724
36685,370972366,48,58,12.0,36433,8568,14007169
36686,306523182,72,97,17.0,36433,16350,24817165
36687,386093835,20,20,7.000000000000001,36433,8139,12509186
36688,191897977,30,30,8.0,36433,10980,18423210
36689,464326190,57,73,15.0,36433,10346,13867085
36690,478869089,45,47,9.0,36433,11939,17762402
36691,382271457,33,34,6.0,36433,14969,18990559
36692,559078974,13,13,6.0,36433,4945,5863573
36693,166605936,36,38,9.0,36433,7628,12773472
36694,488030935,2,2,5.0,36434,616,3149375
36695,510946185,31,31,6.0,36433,16091,21112432
36696,40696036,15,15,5.0,36433,9358,6409603
36697,82152763,30,34,6.0,36433,13569,22044417
36698,331241294,19,19,6.0,36433,9548,12907568
36699,234932741,20,20,7.000000000000001,36433,6977,13772499
36700,376524254,36,41,7.000000000000001,36433,13190,17367812
36701,104960201,18,18,5.0,36434,12158,13377631
36702,283612795,5,5,5.0,36434,4015,3120944
36703,535786234,8,8,5.0,36433,5832,10363910
36704,462156189,12,13,13.0,36433,1907,1666186
36705,31486783,24,32,33.0,36433,912,2295869
36706,18070930,25,52,41.0,36433,1860,7912645
36707,43121315,18,26,5.0,36460,631,992902
36708,188805360,4,4,6.0,36460,14,110205
36709,32692781,20,30,31.0,36460,396,918432
36710,41339210,20,39,42.0,36460,552,991965
36711,68780864,9,9,6.0,36433,1368,3854975
36712,87982906,22,40,26.0,36433,928,2368642
36713,156340917,22,29,14.000000000000002,36433,2670,2730626
36714,20281602,25,44,46.0,36433,1311,6093757
36715,87559383,22,32,21.0,36433,1584,3124667
36716,46130572,19,23,21.0,36460,353,955175
36717,71273003,20,31,31.0,36460,454,991965
36718,19773713,22,98,113.0,36433,1132,6283042
36719,18727238,25,42,22.0,36433,2018,8394502
36720,70842829,24,28,29.0,36433,787,1925742
36721,90984746,20,29,37.0,36460,335,869847
36722,60577255,20,31,23.0,36460,533,991965
36723,69287762,18,21,26.0,36460,285,881760
36724,42870788,20,33,31.0,36460,543,991965
36725,142830652,18,19,29.0,36460,138,845017
36726,23439801,24,32,23.0,36433,1345,6530681
36727,2044751,24,28,26.0,36433,697,2056206
36728,16629291,25,36,29.0,36433,1328,6132336
36729,82140652,20,43,51.0,36460,578,991965
36730,71057136,17,19,39.0,36460,16,220434
36731,42883800,20,34,42.0,36460,441,881760
36732,206101355,20,31,26.0,36460,471,991965
36733,130151790,20,34,19.0,36460,604,991996
36734,22290141,21,21,23.0,36433,329,1071174
36735,17597716,25,45,40.0,36433,1206,5931563
36736,65804700,22,46,22.0,36433,1488,7203602
36737,26811310,24,82,77.0,36433,1679,7115173
36738,15499649,18,27,5.0,36460,842,1006140
36739,67797478,20,30,35.0,36460,420,881760
36740,21735888,11,11,13.0,36433,713,2667001
36741,90521461,13,18,26.0,36433,537,2471709
36742,87556280,22,33,18.0,36433,728,1540260
36743,76122124,10,11,18.0,36433,477,2366961
36744,87546705,17,17,19.0,36433,115,1064911
36745,17975898,21,26,12.0,36433,4318,16169167
36746,25869468,25,34,12.0,36433,2695,9389177
36747,15309965,25,36,30.0,36433,1322,6143343
36748,47569409,12,18,9.0,36433,2798,16653427
36749,58717739,20,32,43.0,36460,393,881760
36750,86422357,6,6,5.0,36434,395,1359781
36751,264093983,3,3,5.0,36434,2156,1325982
36752,107571996,16,21,9.0,36433,1781,5779235
36753,101311210,21,22,6.0,36433,5753,17313378
36754,87747510,21,24,23.0,36433,339,969376
36755,20391646,25,39,39.0,36433,1738,8466308
36756,29243117,25,40,29.0,36433,1451,6099666
36757,31269003,13,13,22.0,36433,27,373912
36758,70669975,15,15,17.0,36460,187,845017
36759,90845709,12,13,22.0,36460,74,845017
36760,28918026,14,15,8.0,36433,2554,3021909
36761,87539244,22,29,21.0,36433,636,1453421
36762,19750488,12,12,7.000000000000001,36433,2767,3126884
36763,87518049,21,24,23.0,36433,1058,2910801
36764,77383832,13,15,27.0,36433,687,2667001
36765,32785198,19,22,7.000000000000001,36433,5764,18264175
36766,15577596,28,34,8.0,36433,5421,12049984
36767,430046460,18,21,7.000000000000001,36433,3139,6965423
36768,87514967,11,11,16.0,1,0,0
36769,71775746,16,19,29.0,36460,181,845017
36770,457216602,4,4,6.0,36433,983,3386430
36771,71973818,2,2,6.0,36433,44,542521
36772,65160329,20,33,42.0,36460,437,881760
36773,455094252,2,2,5.0,36434,736,2043893
36774,182558685,22,28,16.0,36433,1463,3217538
36775,381800245,3,3,6.0,36433,96,738698
36776,154390354,13,13,8.0,36433,522,1496526
36777,109627767,2,2,5.0,36433,146,1133443
36778,104884293,6,6,6.0,36433,956,3256565
36779,15111765,1,1,5.0,1,0,0
36780,19132857,3,3,6.0,36433,139,1026055
36781,137417074,13,13,6.0,36433,1139,2211409
36782,42882001,20,32,36.0,36460,429,881760
36783,199210784,16,16,50.0,36460,164,771552
36784,123835277,12,14,23.0,36460,87,881807
36785,295281993,8,8,7.000000000000001,36433,832,4989666
36786,37475578,20,20,24.0,36433,390,1647096
36787,312175702,4,4,5.0,36434,1055,3119496
36788,142909668,5,5,9.0,36433,420,2102062
36789,16127088,46,79,56.99999999999999,36433,10673,19201644
36790,90845219,12,12,11.0,36460,265,955222
36791,146216301,6,6,10.0,36433,68,548366
36792,193968620,11,11,13.0,36433,558,2565251
36793,208929521,4,4,7.000000000000001,1,0,0
36794,55124502,4,4,5.0,36433,284,1233523
36795,18143668,4,4,6.0,36433,499,1494150
36796,142773600,7,7,10.0,1,0,0
36797,17191450,8,8,8.0,36433,404,1704846
36798,120971873,6,6,6.0,36433,1063,2380262
36799,179706435,1,1,5.0,36434,152,550650
36800,195160750,1,1,5.0,36434,99,2203
36801,44801463,1,1,5.0,36434,32,539169
36802,14968854,32,51,15.0,36433,5307,17826405
36803,26011572,32,62,47.0,36433,3599,6144377
36804,15635426,32,74,47.0,36433,8498,20044428
36805,16386490,32,77,29.0,36433,2455,4077325
36806,16066283,32,60,38.0,36433,4705,7106358
36807,67650218,31,43,37.0,36433,4059,17132851
36808,15012705,31,44,38.0,36433,5415,6891892
36809,66175701,32,46,25.0,36433,1152,3729441
36810,61962437,32,62,26.0,36433,5551,7187914
36811,8700592,32,38,46.0,36433,4694,6673636
36812,40703164,30,34,10.0,36433,3478,6317966
36813,488153380,28,30,19.0,36433,953,3428843
36814,16543012,22,24,12.0,36433,4581,17669713
36815,18521235,22,24,11.0,36433,3872,17620031
36816,22851036,32,50,23.0,36433,8449,19761523
36817,19927627,32,100,46.0,36433,6929,19857285
36818,17471169,32,101,44.0,36433,8001,8562166
36819,15279698,32,68,37.0,36433,4675,6648867
36820,17571515,32,70,31.0,36433,5994,7738001
36821,35863655,20,20,18.0,36433,242,1722390
36822,14315329,32,54,18.0,36433,7099,19174956
36823,24010216,32,96,39.0,36433,9509,20730571
36824,36728468,24,24,13.0,36433,1073,3577117
36825,188797433,24,27,14.000000000000002,36433,2179,4249866
36826,21823296,31,38,21.0,36433,4478,17158884
36827,16273885,32,81,22.0,36433,3365,4834913
36828,228539107,32,71,13.0,36433,6231,18681108
36829,36588177,32,71,45.0,36433,5788,7078937
36830,14463494,32,104,32.0,36433,9583,20968727
36831,1511081,12,14,14.000000000000002,36433,2530,15380045
36832,140127695,32,76,20.0,36433,4574,5616980
36833,14428413,32,47,23.0,36433,3779,5344407
36834,25837521,32,47,23.0,36433,1175,3621650
36835,17013072,32,95,63.0,36433,9405,21132943
36836,43629631,31,52,30.0,36433,2569,5413963
36837,16690802,22,23,6.0,36433,4454,7050261
36838,17331606,8,9,24.0,36433,2343,13592816
36839,96172117,8,10,24.0,36433,53,622597
36840,17116809,31,48,29.0,36433,3856,17048077
36841,158233390,11,11,12.0,1,0,0
36842,17218305,21,22,19.0,36433,38,660270
36843,199831776,25,32,12.0,36433,2317,4781923
36844,19816859,31,52,43.0,36433,508,3227268
36845,93659150,25,27,11.0,36433,3064,5727117
36846,221105122,31,43,14.000000000000002,36433,2557,4484838
36847,66974305,32,55,16.0,36433,8427,19501710
36848,63747014,32,63,34.0,36433,1657,3966136
36849,18464763,26,34,14.000000000000002,36433,1971,5157851
36850,16429304,32,66,17.0,36433,6551,8395126
36851,18082219,32,58,25.0,36433,1679,3739541
36852,9340912,32,100,63.0,36433,9517,21450755
36853,288748119,16,17,7.000000000000001,36433,1712,4832719
36854,206631462,31,50,28.000000000000004,36433,1823,3972636
36855,59801721,8,8,23.0,36433,35,222737
36856,96768912,8,8,23.0,36433,35,222737
36857,26029878,31,39,24.0,36433,2091,4991131
36858,128621310,16,19,10.0,36433,541,3226428
36859,24796319,32,64,45.0,36433,1399,3885934
36860,15847644,32,53,59.0,36433,2325,4303224
36861,20067944,30,37,19.0,36433,1539,3813507
36862,62954615,31,31,26.0,36433,772,3394154
36863,263251988,7,7,6.0,36433,331,2473858
36864,67427757,32,58,36.0,36433,4370,5920047
36865,35916009,22,25,18.0,36433,1659,4378427
36866,14851991,31,50,17.0,36433,8342,19943566
36867,32502727,30,35,24.0,36433,634,2935890
36868,16783479,31,42,17.0,36433,2269,5475277
36869,15321447,32,67,29.0,36433,5878,7722673
36870,822280,30,39,20.0,36433,1171,3663923
36871,43405776,3,3,5.0,36433,361,311546
36872,14452248,7,9,8.0,36433,2872,14539086
36873,18866722,28,31,22.0,36433,1111,3515738
36874,166853688,30,44,22.0,36433,1025,3542752
36875,20350250,32,101,42.0,36433,6880,7886420
36876,166866094,31,45,11.0,36433,2427,4329384
36877,38272466,29,31,10.0,36433,1362,3564293
36878,11650722,12,12,5.0,36434,4810,6422499
36879,282414735,32,53,10.0,36433,9627,21271614
36880,293656692,13,13,10.0,36433,2361,4969911
36881,238832168,32,41,8.0,36433,5665,6631375
36882,66589338,31,37,39.0,36433,193,1497211
36883,20555357,31,45,22.0,36433,1403,4166044
36884,31463829,32,61,20.0,36433,3975,5270257
36885,29061876,29,34,9.0,36433,1872,3972925
36886,15801295,30,33,20.0,36433,3271,16357642
36887,16733735,9,9,13.0,36433,3446,15184355
36888,16574981,32,59,47.0,36433,4834,7671479
36889,14801057,31,52,26.0,36433,3286,6078343
36890,255305729,31,41,12.0,36433,5638,18038064
36891,15210689,18,20,25.0,36433,842,2667058
36892,32166535,30,35,15.0,36433,4742,17884843
36893,29982501,26,30,14.000000000000002,36433,871,3333455
36894,117511309,17,20,11.0,36433,1217,4294121
36895,49057486,31,38,33.0,36433,1978,4366492
36896,35116712,13,15,8.0,36433,585,3175666
36897,179550859,9,9,7.000000000000001,36433,1452,3398261
36898,108740062,25,27,12.0,36433,1143,3501474
36899,38044777,7,7,6.0,36433,1548,3220905
36900,21325680,1,1,5.0,36434,37,147446
36901,529287980,9,9,7.000000000000001,36433,1029,2574825
36902,19253386,11,11,14.000000000000002,1,0,0
36903,15676629,10,10,9.0,1,0,0
36904,28801508,14,15,8.0,36433,971,3372677
36905,24210601,8,8,23.0,36433,35,222737
36906,13770862,4,4,7.000000000000001,36433,23,261020
36907,74942879,2,2,7.000000000000001,36433,36,60684
36908,282676238,2,2,29.0,2,2,36908
36909,351017260,2,2,29.0,2,2,36909
36910,23125412,2,2,8.0,1,0,0
36911,351230948,1,1,10.0,1,0,0
36912,358089663,46,56,9.0,36433,7303,12052617
36913,137702106,46,63,37.0,36433,1506,4767266
36914,122557484,48,152,46.0,36433,8064,11329284
36915,33235951,48,82,38.0,36433,5545,20115754
36916,18223439,48,97,23.0,36433,8061,11358052
36917,35515862,24,26,6.0,36433,5222,21592365
36918,171244964,48,86,22.0,36433,6382,8522527
36919,198672699,21,23,15.0,36433,789,4379788
36920,16442419,46,66,12.0,36433,6355,9363703
36921,17909537,48,76,20.0,36433,8862,22664096
36922,150773437,48,86,15.0,36433,7175,11274179
36923,27372145,37,40,9.0,36433,7932,24862684
36924,63108261,48,143,39.0,36433,9310,10773667
36925,15225127,48,136,39.0,36433,10598,14395557
36926,24613394,46,62,19.0,36433,2668,6431731
36927,38270929,48,80,19.0,36433,10646,26467452
36928,796742,48,163,65.0,36433,10221,14052386
36929,15220768,26,43,32.0,36433,5373,19881217
36930,182503471,15,15,9.0,36433,3944,17545419
36931,77267637,46,65,13.0,36433,6362,9577265
36932,23081176,18,18,10.0,36433,632,4016486
36933,15868545,46,50,11.0,36433,5957,10789945
36934,66976790,48,109,20.0,36433,8347,10590848
36935,14052258,40,50,16.0,36433,6637,21975090
36936,3940871,48,106,33.0,36433,10769,26848049
36937,15757306,15,17,13.0,36433,1568,3947272
36938,65169282,44,48,6.0,36433,7828,13178442
36939,6970282,48,114,30.0,36433,7911,11576168
36940,21201598,34,38,11.0,36433,3547,9315488
36941,16018285,46,61,21.0,36433,3401,8069893
36942,21981020,9,9,5.0,36433,3008,5722483
36943,528794879,27,28,8.0,36433,3110,6437514
36944,13039372,48,135,64.0,36433,8848,13511981
36945,107266564,48,120,38.0,36433,10183,24876536
36946,30242703,15,15,6.0,36433,1995,6805673
36947,62493005,48,92,28.000000000000004,36433,5067,7463791
36948,296387378,48,98,26.0,36433,7180,9713938
36949,14133447,48,130,50.0,36433,12244,27349988
36950,199389524,48,126,32.0,36433,6658,8121264
36951,371466354,48,94,38.0,36433,7978,22788620
36952,80492529,38,42,12.0,36433,6273,20905198
36953,159578514,48,89,31.0,36433,4812,8110475
36954,16546116,23,24,9.0,36433,3522,8529166
36955,62375698,41,50,7.000000000000001,36433,5705,10153713
36956,321531042,48,165,43.0,36433,12599,25282439
36957,14173652,46,80,14.000000000000002,36433,5206,7264448
36958,119506746,27,31,8.0,36433,3686,8384638
36959,363809948,27,33,22.0,36433,796,4271782
